YearsCode,RemoteWork, ConvertedCompYearly 
5,Hybrid," $2,184 "
5,Hybrid," $2,291 "
5,Hybrid," $2,972 "
5,Hybrid," $3,334 "
5,Hybrid," $4,068 "
5,Hybrid," $4,185 "
5,Hybrid," $4,192 "
5,Hybrid," $4,293 "
5,Hybrid," $4,585 "
5,Hybrid," $4,650 "
5,Hybrid," $4,939 "
5,Hybrid," $5,141 "
5,Hybrid," $5,461 "
5,Hybrid," $5,463 "
5,Hybrid," $5,515 "
5,Hybrid," $5,812 "
5,Hybrid," $5,870 "
5,Hybrid," $6,192 "
5,Hybrid," $6,974 "
5,Hybrid," $6,974 "
5,Hybrid," $6,994 "
5,Hybrid," $7,023 "
5,Hybrid," $7,030 "
5,Hybrid," $7,069 "
5,Hybrid," $7,208 "
5,Hybrid," $7,281 "
5,Hybrid," $7,656 "
5,Hybrid," $7,777 "
5,Hybrid," $7,789 "
5,Hybrid," $8,137 "
5,Hybrid," $8,137 "
5,Hybrid," $8,254 "
5,Hybrid," $8,388 "
5,Hybrid," $8,799 "
5,Hybrid," $8,985 "
5,Hybrid," $9,171 "
5,Hybrid," $9,178 "
5,Hybrid," $9,787 "
5,Hybrid," $9,880 "
5,Hybrid," $11,002 "
5,Hybrid," $11,027 "
5,Hybrid," $11,043 "
5,Hybrid," $11,137 "
5,Hybrid," $11,601 "
5,Hybrid," $11,983 "
5,Hybrid," $12,069 "
5,Hybrid," $12,123 "
5,Hybrid," $12,724 "
5,Hybrid," $12,786 "
5,Hybrid," $13,531 "
5,Hybrid," $13,922 "
5,Hybrid," $13,922 "
5,Hybrid," $13,949 "
5,Hybrid," $14,417 "
5,Hybrid," $14,562 "
5,Hybrid," $14,749 "
5,Hybrid," $15,000 "
5,Hybrid," $15,109 "
5,Hybrid," $16,000 "
5,Hybrid," $16,160 "
5,Hybrid," $16,374 "
5,Hybrid," $16,706 "
5,Hybrid," $17,402 "
5,Hybrid," $17,436 "
5,Hybrid," $17,436 "
5,Hybrid," $17,738 "
5,Hybrid," $18,396 "
5,Hybrid," $18,568 "
5,Hybrid," $19,305 "
5,Hybrid," $19,582 "
5,Hybrid," $20,000 "
5,Hybrid," $20,883 "
5,Hybrid," $20,883 "
5,Hybrid," $20,883 "
5,Hybrid," $21,416 "
5,Hybrid," $21,424 "
5,Hybrid," $21,480 "
5,Hybrid," $22,275 "
5,Hybrid," $22,596 "
5,Hybrid," $23,203 "
5,Hybrid," $23,563 "
5,Hybrid," $23,783 "
5,Hybrid," $24,363 "
5,Hybrid," $25,272 "
5,Hybrid," $27,017 "
5,Hybrid," $27,182 "
5,Hybrid," $27,844 "
5,Hybrid," $27,898 "
5,Hybrid," $29,004 "
5,Hybrid," $29,004 "
5,Hybrid," $29,057 "
5,Hybrid," $29,473 "
5,Hybrid," $30,019 "
5,Hybrid," $30,123 "
5,Hybrid," $30,512 "
5,Hybrid," $31,090 "
5,Hybrid," $31,324 "
5,Hybrid," $34,385 "
5,Hybrid," $34,804 "
5,Hybrid," $34,804 "
5,Hybrid," $35,000 "
5,Hybrid," $35,733 "
5,Hybrid," $35,965 "
5,Hybrid," $36,747 "
5,Hybrid," $37,125 "
5,Hybrid," $38,120 "
5,Hybrid," $38,285 "
5,Hybrid," $38,285 "
5,Hybrid," $38,981 "
5,Hybrid," $40,434 "
5,Hybrid," $40,605 "
5,Hybrid," $40,842 "
5,Hybrid," $41,340 "
5,Hybrid," $41,765 "
5,Hybrid," $42,111 "
5,Hybrid," $42,478 "
5,Hybrid," $43,505 "
5,Hybrid," $43,565 "
5,Hybrid," $43,738 "
5,Hybrid," $43,775 "
5,Hybrid," $44,052 "
5,Hybrid," $44,086 "
5,Hybrid," $44,086 "
5,Hybrid," $44,933 "
5,Hybrid," $45,283 "
5,Hybrid," $45,500 "
5,Hybrid," $46,406 "
5,Hybrid," $46,406 "
5,Hybrid," $48,000 "
5,Hybrid," $48,000 "
5,Hybrid," $48,262 "
5,Hybrid," $48,726 "
5,Hybrid," $48,726 "
5,Hybrid," $49,122 "
5,Hybrid," $50,000 "
5,Hybrid," $50,582 "
5,Hybrid," $51,046 "
5,Hybrid," $51,734 "
5,Hybrid," $52,207 "
5,Hybrid," $52,769 "
5,Hybrid," $54,457 "
5,Hybrid," $54,527 "
5,Hybrid," $54,527 "
5,Hybrid," $55,478 "
5,Hybrid," $55,687 "
5,Hybrid," $57,179 "
5,Hybrid," $58,007 "
5,Hybrid," $58,007 "
5,Hybrid," $58,007 "
5,Hybrid," $58,007 "
5,Hybrid," $58,007 "
5,Hybrid," $58,471 "
5,Hybrid," $59,748 "
5,Hybrid," $59,902 "
5,Hybrid," $59,962 "
5,Hybrid," $60,000 "
5,Hybrid," $60,038 "
5,Hybrid," $63,986 "
5,Hybrid," $64,930 "
5,Hybrid," $65,500 "
5,Hybrid," $65,614 "
5,Hybrid," $67,484 "
5,Hybrid," $67,924 "
5,Hybrid," $68,000 "
5,Hybrid," $68,225 "
5,Hybrid," $68,449 "
5,Hybrid," $69,744 "
5,Hybrid," $70,000 "
5,Hybrid," $70,662 "
5,Hybrid," $70,769 "
5,Hybrid," $70,794 "
5,Hybrid," $72,000 "
5,Hybrid," $72,393 "
5,Hybrid," $73,100 "
5,Hybrid," $74,000 "
5,Hybrid," $75,000 "
5,Hybrid," $75,000 "
5,Hybrid," $75,000 "
5,Hybrid," $75,000 "
5,Hybrid," $75,410 "
5,Hybrid," $75,410 "
5,Hybrid," $75,410 "
5,Hybrid," $76,876 "
5,Hybrid," $78,000 "
5,Hybrid," $80,000 "
5,Hybrid," $80,000 "
5,Hybrid," $81,210 "
5,Hybrid," $81,210 "
5,Hybrid," $81,685 "
5,Hybrid," $84,500 "
5,Hybrid," $85,000 "
5,Hybrid," $85,000 "
5,Hybrid," $87,011 "
5,Hybrid," $87,011 "
5,Hybrid," $87,763 "
5,Hybrid," $88,000 "
5,Hybrid," $88,450 "
5,Hybrid," $89,853 "
5,Hybrid," $91,013 "
5,Hybrid," $91,300 "
5,Hybrid," $92,000 "
5,Hybrid," $93,800 "
5,Hybrid," $95,000 "
5,Hybrid," $95,596 "
5,Hybrid," $96,714 "
5,Hybrid," $97,514 "
5,Hybrid," $98,000 "
5,Hybrid," $98,612 "
5,Hybrid," $100,000 "
5,Hybrid," $101,674 "
5,Hybrid," $104,413 "
5,Hybrid," $105,000 "
5,Hybrid," $106,733 "
5,Hybrid," $106,733 "
5,Hybrid," $108,913 "
5,Hybrid," $108,913 "
5,Hybrid," $109,438 "
5,Hybrid," $113,000 "
5,Hybrid," $116,015 "
5,Hybrid," $116,015 "
5,Hybrid," $120,000 "
5,Hybrid," $120,000 "
5,Hybrid," $130,000 "
5,Hybrid," $136,141 "
5,Hybrid," $140,000 "
5,Hybrid," $140,000 "
5,Hybrid," $150,000 "
5,Hybrid," $150,000 "
5,Hybrid," $160,000 "
5,Hybrid," $162,523 "
5,Hybrid," $170,000 "
5,Hybrid," $170,920 "
5,Hybrid," $180,000 "
5,Hybrid," $200,000 "
5,Hybrid," $220,000 "
5,Hybrid," $250,000 "
5,Hybrid," $1,000,000 "
,Hybrid Average," $52,624 "
5,In-person, $11 
5,In-person, $56 
5,In-person, $364 
5,In-person, $442 
5,In-person, $464 
5,In-person, $545 
5,In-person, $702 
5,In-person, $719 
5,In-person, $774 
5,In-person," $1,019 "
5,In-person," $1,264 "
5,In-person," $1,465 "
5,In-person," $1,624 "
5,In-person," $1,674 "
5,In-person," $1,763 "
5,In-person," $2,092 "
5,In-person," $2,107 "
5,In-person," $2,372 "
5,In-person," $2,397 "
5,In-person," $2,397 "
5,In-person," $2,739 "
5,In-person," $2,906 "
5,In-person," $2,950 "
5,In-person," $3,160 "
5,In-person," $3,241 "
5,In-person," $3,480 "
5,In-person," $3,487 "
5,In-person," $3,898 "
5,In-person," $4,003 "
5,In-person," $4,005 "
5,In-person," $4,177 "
5,In-person," $4,185 "
5,In-person," $4,254 "
5,In-person," $4,273 "
5,In-person," $4,641 "
5,In-person," $4,650 "
5,In-person," $4,733 "
5,In-person," $5,000 "
5,In-person," $5,022 "
5,In-person," $5,161 "
5,In-person," $5,200 "
5,In-person," $5,306 "
5,In-person," $5,727 "
5,In-person," $6,000 "
5,In-person," $6,087 "
5,In-person," $6,553 "
5,In-person," $6,553 "
5,In-person," $6,974 "
5,In-person," $7,200 "
5,In-person," $7,253 "
5,In-person," $7,665 "
5,In-person," $7,967 "
5,In-person," $8,137 "
5,In-person," $8,137 "
5,In-person," $8,137 "
5,In-person," $8,137 "
5,In-person," $8,258 "
5,In-person," $8,425 "
5,In-person," $8,540 "
5,In-person," $9,299 "
5,In-person," $9,299 "
5,In-person," $9,299 "
5,In-person," $9,485 "
5,In-person," $9,745 "
5,In-person," $9,891 "
5,In-person," $10,194 "
5,In-person," $10,313 "
5,In-person," $10,462 "
5,In-person," $10,577 "
5,In-person," $10,649 "
5,In-person," $10,922 "
5,In-person," $10,922 "
5,In-person," $11,464 "
5,In-person," $11,581 "
5,In-person," $11,601 "
5,In-person," $12,014 "
5,In-person," $12,291 "
5,In-person," $12,724 "
5,In-person," $12,737 "
5,In-person," $12,786 "
5,In-person," $12,786 "
5,In-person," $13,196 "
5,In-person," $13,751 "
5,In-person," $13,929 "
5,In-person," $13,949 "
5,In-person," $13,949 "
5,In-person," $13,949 "
5,In-person," $15,082 "
5,In-person," $16,274 "
5,In-person," $16,714 "
5,In-person," $17,359 "
5,In-person," $17,436 "
5,In-person," $17,674 "
5,In-person," $17,734 "
5,In-person," $17,982 "
5,In-person," $18,520 "
5,In-person," $18,598 "
5,In-person," $18,641 "
5,In-person," $19,103 "
5,In-person," $19,114 "
5,In-person," $19,649 "
5,In-person," $19,722 "
5,In-person," $19,941 "
5,In-person," $20,332 "
5,In-person," $20,371 "
5,In-person," $20,883 "
5,In-person," $20,883 "
5,In-person," $20,923 "
5,In-person," $21,729 "
5,In-person," $21,987 "
5,In-person," $22,038 "
5,In-person," $22,043 "
5,In-person," $22,275 "
5,In-person," $24,363 "
5,In-person," $26,000 "
5,In-person," $26,000 "
5,In-person," $26,838 "
5,In-person," $27,000 "
5,In-person," $27,836 "
5,In-person," $28,189 "
5,In-person," $29,004 "
5,In-person," $29,397 "
5,In-person," $30,000 "
5,In-person," $30,000 "
5,In-person," $31,324 "
5,In-person," $31,583 "
5,In-person," $31,993 "
5,In-person," $32,748 "
5,In-person," $32,748 "
5,In-person," $33,468 "
5,In-person," $33,553 "
5,In-person," $35,297 "
5,In-person," $35,965 "
5,In-person," $36,390 "
5,In-person," $36,758 "
5,In-person," $38,120 "
5,In-person," $38,551 "
5,In-person," $40,000 "
5,In-person," $40,000 "
5,In-person," $40,127 "
5,In-person," $40,605 "
5,In-person," $40,605 "
5,In-person," $40,842 "
5,In-person," $41,180 "
5,In-person," $41,765 "
5,In-person," $41,765 "
5,In-person," $41,786 "
5,In-person," $42,229 "
5,In-person," $42,478 "
5,In-person," $44,000 "
5,In-person," $44,025 "
5,In-person," $44,927 "
5,In-person," $45,000 "
5,In-person," $45,446 "
5,In-person," $45,507 "
5,In-person," $46,406 "
5,In-person," $46,496 "
5,In-person," $48,726 "
5,In-person," $50,000 "
5,In-person," $50,000 "
5,In-person," $50,000 "
5,In-person," $50,118 "
5,In-person," $51,445 "
5,In-person," $52,207 "
5,In-person," $53,315 "
5,In-person," $54,457 "
5,In-person," $54,527 "
5,In-person," $56,000 "
5,In-person," $56,908 "
5,In-person," $58,000 "
5,In-person," $58,700 "
5,In-person," $60,595 "
5,In-person," $64,000 "
5,In-person," $70,574 "
5,In-person," $72,958 "
5,In-person," $73,375 "
5,In-person," $74,065 "
5,In-person," $74,120 "
5,In-person," $74,251 "
5,In-person," $76,000 "
5,In-person," $76,566 "
5,In-person," $80,000 "
5,In-person," $80,000 "
5,In-person," $81,685 "
5,In-person," $94,000 "
5,In-person," $96,000 "
5,In-person," $100,000 "
5,In-person," $105,000 "
5,In-person," $115,000 "
5,In-person," $120,000 "
5,In-person," $120,000 "
5,In-person," $131,325 "
5,In-person," $132,000 "
5,In-person," $139,218 "
5,In-person," $139,218 "
5,In-person," $153,436 "
5,In-person," $200,000 "
,In-person Average," $30,575 "
5,Remote, $10 
5,Remote, $22 
5,Remote, $22 
5,Remote, $29 
5,Remote, $34 
5,Remote, $65 
5,Remote, $78 
5,Remote, $245 
5,Remote, $267 
5,Remote, $387 
5,Remote, $666 
5,Remote, $689 
5,Remote, $863 
5,Remote," $1,000 "
5,Remote," $1,090 "
5,Remote," $1,400 "
5,Remote," $1,914 "
5,Remote," $1,917 "
5,Remote," $1,917 "
5,Remote," $2,000 "
5,Remote," $2,000 "
5,Remote," $2,303 "
5,Remote," $2,322 "
5,Remote," $2,397 "
5,Remote," $2,398 "
5,Remote," $2,400 "
5,Remote," $2,552 "
5,Remote," $2,729 "
5,Remote," $2,876 "
5,Remote," $2,892 "
5,Remote," $3,116 "
5,Remote," $3,275 "
5,Remote," $3,283 "
5,Remote," $3,487 "
5,Remote," $3,564 "
5,Remote," $3,595 "
5,Remote," $3,600 "
5,Remote," $3,641 "
5,Remote," $4,073 "
5,Remote," $4,074 "
5,Remote," $4,300 "
5,Remote," $4,650 "
5,Remote," $5,231 "
5,Remote," $5,560 "
5,Remote," $7,024 "
5,Remote," $7,149 "
5,Remote," $7,200 "
5,Remote," $7,296 "
5,Remote," $7,500 "
5,Remote," $7,532 "
5,Remote," $7,646 "
5,Remote," $7,989 "
5,Remote," $8,000 "
5,Remote," $8,046 "
5,Remote," $8,121 "
5,Remote," $8,358 "
5,Remote," $8,809 "
5,Remote," $9,000 "
5,Remote," $9,102 "
5,Remote," $9,586 "
5,Remote," $10,391 "
5,Remote," $11,090 "
5,Remote," $11,400 "
5,Remote," $11,589 "
5,Remote," $11,949 "
5,Remote," $11,983 "
5,Remote," $11,983 "
5,Remote," $12,000 "
5,Remote," $12,233 "
5,Remote," $12,642 "
5,Remote," $12,762 "
5,Remote," $13,368 "
5,Remote," $13,531 "
5,Remote," $13,922 "
5,Remote," $13,922 "
5,Remote," $13,937 "
5,Remote," $13,949 "
5,Remote," $13,980 "
5,Remote," $14,331 "
5,Remote," $14,380 "
5,Remote," $14,380 "
5,Remote," $14,400 "
5,Remote," $14,800 "
5,Remote," $16,274 "
5,Remote," $16,664 "
5,Remote," $16,822 "
5,Remote," $17,436 "
5,Remote," $18,000 "
5,Remote," $18,000 "
5,Remote," $18,204 "
5,Remote," $19,765 "
5,Remote," $20,000 "
5,Remote," $20,000 "
5,Remote," $20,000 "
5,Remote," $20,296 "
5,Remote," $20,851 "
5,Remote," $22,121 "
5,Remote," $23,000 "
5,Remote," $23,056 "
5,Remote," $23,203 "
5,Remote," $24,000 "
5,Remote," $24,000 "
5,Remote," $25,000 "
5,Remote," $25,573 "
5,Remote," $26,000 "
5,Remote," $27,844 "
5,Remote," $29,004 "
5,Remote," $29,060 "
5,Remote," $29,183 "
5,Remote," $30,000 "
5,Remote," $30,623 "
5,Remote," $30,744 "
5,Remote," $31,156 "
5,Remote," $32,484 "
5,Remote," $32,484 "
5,Remote," $32,786 "
5,Remote," $33,000 "
5,Remote," $33,000 "
5,Remote," $33,296 "
5,Remote," $34,200 "
5,Remote," $34,872 "
5,Remote," $35,000 "
5,Remote," $35,000 "
5,Remote," $35,000 "
5,Remote," $36,000 "
5,Remote," $36,000 "
5,Remote," $36,000 "
5,Remote," $36,197 "
5,Remote," $36,841 "
5,Remote," $38,359 "
5,Remote," $38,602 "
5,Remote," $42,416 "
5,Remote," $43,000 "
5,Remote," $46,000 "
5,Remote," $46,337 "
5,Remote," $46,496 "
5,Remote," $47,566 "
5,Remote," $47,650 "
5,Remote," $47,932 "
5,Remote," $48,000 "
5,Remote," $49,122 "
5,Remote," $50,000 "
5,Remote," $50,372 "
5,Remote," $51,071 "
5,Remote," $52,427 "
5,Remote," $52,791 "
5,Remote," $54,000 "
5,Remote," $54,212 "
5,Remote," $55,000 "
5,Remote," $58,007 "
5,Remote," $60,000 "
5,Remote," $61,264 "
5,Remote," $62,015 "
5,Remote," $63,808 "
5,Remote," $64,000 "
5,Remote," $67,000 "
5,Remote," $69,000 "
5,Remote," $70,000 "
5,Remote," $70,000 "
5,Remote," $71,510 "
5,Remote," $74,878 "
5,Remote," $75,000 "
5,Remote," $76,412 "
5,Remote," $77,150 "
5,Remote," $80,000 "
5,Remote," $81,210 "
5,Remote," $84,408 "
5,Remote," $85,000 "
5,Remote," $87,011 "
5,Remote," $87,011 "
5,Remote," $87,011 "
5,Remote," $87,011 "
5,Remote," $87,707 "
5,Remote," $88,492 "
5,Remote," $89,331 "
5,Remote," $90,000 "
5,Remote," $92,812 "
5,Remote," $94,000 "
5,Remote," $108,000 "
5,Remote," $110,000 "
5,Remote," $112,000 "
5,Remote," $115,806 "
5,Remote," $116,733 "
5,Remote," $120,000 "
5,Remote," $121,815 "
5,Remote," $125,000 "
5,Remote," $128,125 "
5,Remote," $129,334 "
5,Remote," $130,000 "
5,Remote," $130,000 "
5,Remote," $135,000 "
5,Remote," $150,000 "
5,Remote," $150,000 "
5,Remote," $170,000 "
5,Remote," $240,000 "
5,Remote," $270,000 "
,Remote Average," $38,441 "
5 Average,," $41,563 "
6,Hybrid, $1 
6,Hybrid, $1 
6,Hybrid, $2 
6,Hybrid, $65 
6,Hybrid, $67 
6,Hybrid, $130 
6,Hybrid, $354 
6,Hybrid, $492 
6,Hybrid," $2,027 "
6,Hybrid," $2,075 "
6,Hybrid," $2,090 "
6,Hybrid," $3,000 "
6,Hybrid," $3,440 "
6,Hybrid," $3,480 "
6,Hybrid," $3,487 "
6,Hybrid," $3,712 "
6,Hybrid," $3,759 "
6,Hybrid," $3,995 "
6,Hybrid," $4,177 "
6,Hybrid," $4,644 "
6,Hybrid," $5,000 "
6,Hybrid," $5,083 "
6,Hybrid," $5,231 "
6,Hybrid," $5,231 "
6,Hybrid," $6,836 "
6,Hybrid," $6,940 "
6,Hybrid," $6,974 "
6,Hybrid," $7,023 "
6,Hybrid," $7,281 "
6,Hybrid," $7,354 "
6,Hybrid," $7,646 "
6,Hybrid," $7,793 "
6,Hybrid," $7,803 "
6,Hybrid," $8,307 "
6,Hybrid," $8,788 "
6,Hybrid," $10,000 "
6,Hybrid," $10,133 "
6,Hybrid," $10,330 "
6,Hybrid," $10,462 "
6,Hybrid," $10,927 "
6,Hybrid," $11,464 "
6,Hybrid," $11,504 "
6,Hybrid," $11,588 "
6,Hybrid," $11,624 "
6,Hybrid," $11,833 "
6,Hybrid," $12,000 "
6,Hybrid," $12,093 "
6,Hybrid," $12,786 "
6,Hybrid," $13,614 "
6,Hybrid," $13,645 "
6,Hybrid," $13,785 "
6,Hybrid," $13,922 "
6,Hybrid," $13,929 "
6,Hybrid," $13,949 "
6,Hybrid," $13,949 "
6,Hybrid," $14,420 "
6,Hybrid," $14,762 "
6,Hybrid," $15,082 "
6,Hybrid," $15,082 "
6,Hybrid," $15,111 "
6,Hybrid," $15,111 "
6,Hybrid," $15,379 "
6,Hybrid," $16,374 "
6,Hybrid," $16,783 "
6,Hybrid," $17,402 "
6,Hybrid," $17,402 "
6,Hybrid," $18,025 "
6,Hybrid," $18,071 "
6,Hybrid," $18,098 "
6,Hybrid," $18,204 "
6,Hybrid," $18,562 "
6,Hybrid," $19,350 "
6,Hybrid," $19,575 "
6,Hybrid," $19,923 "
6,Hybrid," $20,000 "
6,Hybrid," $20,024 "
6,Hybrid," $20,354 "
6,Hybrid," $20,358 "
6,Hybrid," $20,458 "
6,Hybrid," $20,820 "
6,Hybrid," $20,883 "
6,Hybrid," $21,424 "
6,Hybrid," $22,043 "
6,Hybrid," $22,086 "
6,Hybrid," $22,667 "
6,Hybrid," $23,000 "
6,Hybrid," $23,203 "
6,Hybrid," $23,435 "
6,Hybrid," $24,000 "
6,Hybrid," $24,813 "
6,Hybrid," $25,248 "
6,Hybrid," $25,523 "
6,Hybrid," $25,523 "
6,Hybrid," $25,535 "
6,Hybrid," $25,573 "
6,Hybrid," $25,573 "
6,Hybrid," $26,141 "
6,Hybrid," $26,683 "
6,Hybrid," $28,396 "
6,Hybrid," $29,004 "
6,Hybrid," $29,060 "
6,Hybrid," $29,236 "
6,Hybrid," $29,951 "
6,Hybrid," $29,958 "
6,Hybrid," $30,000 "
6,Hybrid," $30,164 "
6,Hybrid," $31,583 "
6,Hybrid," $31,828 "
6,Hybrid," $32,484 "
6,Hybrid," $32,484 "
6,Hybrid," $32,704 "
6,Hybrid," $32,748 "
6,Hybrid," $33,072 "
6,Hybrid," $34,804 "
6,Hybrid," $34,804 "
6,Hybrid," $34,804 "
6,Hybrid," $34,872 "
6,Hybrid," $36,216 "
6,Hybrid," $36,435 "
6,Hybrid," $36,612 "
6,Hybrid," $36,847 "
6,Hybrid," $37,125 "
6,Hybrid," $37,125 "
6,Hybrid," $37,197 "
6,Hybrid," $37,867 "
6,Hybrid," $37,900 "
6,Hybrid," $39,445 "
6,Hybrid," $39,473 "
6,Hybrid," $39,521 "
6,Hybrid," $39,570 "
6,Hybrid," $39,570 "
6,Hybrid," $40,000 "
6,Hybrid," $40,000 "
6,Hybrid," $40,127 "
6,Hybrid," $40,605 "
6,Hybrid," $41,765 "
6,Hybrid," $42,356 "
6,Hybrid," $42,925 "
6,Hybrid," $43,375 "
6,Hybrid," $43,505 "
6,Hybrid," $44,000 "
6,Hybrid," $44,015 "
6,Hybrid," $44,666 "
6,Hybrid," $45,507 "
6,Hybrid," $45,509 "
6,Hybrid," $46,000 "
6,Hybrid," $46,406 "
6,Hybrid," $48,146 "
6,Hybrid," $48,188 "
6,Hybrid," $48,726 "
6,Hybrid," $48,726 "
6,Hybrid," $48,726 "
6,Hybrid," $49,000 "
6,Hybrid," $49,421 "
6,Hybrid," $49,886 "
6,Hybrid," $49,976 "
6,Hybrid," $49,983 "
6,Hybrid," $50,314 "
6,Hybrid," $50,350 "
6,Hybrid," $51,046 "
6,Hybrid," $51,071 "
6,Hybrid," $51,276 "
6,Hybrid," $52,207 "
6,Hybrid," $52,207 "
6,Hybrid," $53,095 "
6,Hybrid," $53,487 "
6,Hybrid," $53,599 "
6,Hybrid," $53,989 "
6,Hybrid," $54,527 "
6,Hybrid," $54,527 "
6,Hybrid," $55,000 "
6,Hybrid," $55,094 "
6,Hybrid," $55,271 "
6,Hybrid," $55,687 "
6,Hybrid," $55,687 "
6,Hybrid," $55,687 "
6,Hybrid," $56,200 "
6,Hybrid," $56,550 "
6,Hybrid," $56,847 "
6,Hybrid," $56,847 "
6,Hybrid," $57,079 "
6,Hybrid," $57,179 "
6,Hybrid," $57,262 "
6,Hybrid," $57,833 "
6,Hybrid," $58,007 "
6,Hybrid," $58,007 "
6,Hybrid," $58,007 "
6,Hybrid," $58,007 "
6,Hybrid," $58,007 "
6,Hybrid," $58,007 "
6,Hybrid," $60,000 "
6,Hybrid," $60,328 "
6,Hybrid," $60,377 "
6,Hybrid," $60,977 "
6,Hybrid," $61,285 "
6,Hybrid," $61,488 "
6,Hybrid," $61,770 "
6,Hybrid," $62,000 "
6,Hybrid," $62,379 "
6,Hybrid," $62,625 "
6,Hybrid," $62,648 "
6,Hybrid," $62,648 "
6,Hybrid," $62,755 "
6,Hybrid," $62,767 "
6,Hybrid," $62,893 "
6,Hybrid," $63,808 "
6,Hybrid," $64,040 "
6,Hybrid," $66,128 "
6,Hybrid," $67,289 "
6,Hybrid," $68,260 "
6,Hybrid," $68,553 "
6,Hybrid," $69,000 "
6,Hybrid," $69,310 "
6,Hybrid," $69,609 "
6,Hybrid," $69,609 "
6,Hybrid," $69,609 "
6,Hybrid," $71,510 "
6,Hybrid," $73,089 "
6,Hybrid," $73,375 "
6,Hybrid," $74,878 "
6,Hybrid," $75,000 "
6,Hybrid," $75,410 "
6,Hybrid," $75,410 "
6,Hybrid," $75,410 "
6,Hybrid," $76,205 "
6,Hybrid," $76,570 "
6,Hybrid," $78,011 "
6,Hybrid," $79,418 "
6,Hybrid," $80,000 "
6,Hybrid," $80,064 "
6,Hybrid," $80,514 "
6,Hybrid," $82,000 "
6,Hybrid," $82,370 "
6,Hybrid," $83,000 "
6,Hybrid," $83,046 "
6,Hybrid," $83,531 "
6,Hybrid," $84,315 "
6,Hybrid," $87,011 "
6,Hybrid," $87,011 "
6,Hybrid," $87,011 "
6,Hybrid," $87,011 "
6,Hybrid," $89,000 "
6,Hybrid," $89,970 "
6,Hybrid," $90,000 "
6,Hybrid," $90,000 "
6,Hybrid," $92,812 "
6,Hybrid," $92,812 "
6,Hybrid," $93,000 "
6,Hybrid," $94,000 "
6,Hybrid," $95,299 "
6,Hybrid," $98,000 "
6,Hybrid," $100,000 "
6,Hybrid," $100,000 "
6,Hybrid," $100,000 "
6,Hybrid," $100,000 "
6,Hybrid," $104,000 "
6,Hybrid," $104,413 "
6,Hybrid," $104,829 "
6,Hybrid," $105,000 "
6,Hybrid," $112,000 "
6,Hybrid," $118,000 "
6,Hybrid," $122,500 "
6,Hybrid," $125,000 "
6,Hybrid," $130,193 "
6,Hybrid," $131,097 "
6,Hybrid," $135,000 "
6,Hybrid," $138,000 "
6,Hybrid," $141,000 "
6,Hybrid," $145,000 "
6,Hybrid," $150,000 "
6,Hybrid," $150,000 "
6,Hybrid," $150,000 "
6,Hybrid," $150,000 "
6,Hybrid," $180,000 "
6,Hybrid," $185,623 "
6,Hybrid," $216,000 "
6,Hybrid," $250,000 "
6,Hybrid," $319,659 "
,Hybrid Average," $49,834 "
6,In-person, $18 
6,In-person, $48 
6,In-person, $421 
6,In-person, $573 
6,In-person, $606 
6,In-person," $1,085 "
6,In-person," $1,454 "
6,In-person," $1,545 "
6,In-person," $1,548 "
6,In-person," $1,624 "
6,In-person," $1,636 "
6,In-person," $2,092 "
6,In-person," $2,325 "
6,In-person," $2,790 "
6,In-person," $2,965 "
6,In-person," $3,073 "
6,In-person," $3,277 "
6,In-person," $3,480 "
6,In-person," $3,487 "
6,In-person," $3,487 "
6,In-person," $3,490 "
6,In-person," $3,952 "
6,In-person," $4,179 "
6,In-person," $4,185 "
6,In-person," $4,185 "
6,In-person," $4,257 "
6,In-person," $5,000 "
6,In-person," $5,089 "
6,In-person," $5,267 "
6,In-person," $5,267 "
6,In-person," $5,461 "
6,In-person," $5,580 "
6,In-person," $5,812 "
6,In-person," $5,812 "
6,In-person," $5,817 "
6,In-person," $6,242 "
6,In-person," $6,517 "
6,In-person," $6,545 "
6,In-person," $6,553 "
6,In-person," $6,974 "
6,In-person," $7,099 "
6,In-person," $7,296 "
6,In-person," $7,556 "
6,In-person," $7,855 "
6,In-person," $8,121 "
6,In-person," $8,137 "
6,In-person," $8,514 "
6,In-person," $8,602 "
6,In-person," $9,119 "
6,In-person," $9,299 "
6,In-person," $9,299 "
6,In-person," $9,573 "
6,In-person," $9,973 "
6,In-person," $10,462 "
